device,s1,s2,s3,s4,sum,sum-squared,time-ms,state
ctrl2_80bpm,656,86,639,661,0,0,0,0
ctrl2_80bpm,650,88,628,658,0,0,0,0
ctrl2_80bpm,647,88,624,660,0,0,0,0
ctrl2_80bpm,649,88,625,652,0,0,0,0
ctrl2_80bpm,649,88,629,656,0,0,0,0
ctrl2_80bpm,650,91,639,652,0,0,0,0
ctrl2_80bpm,654,91,656,652,0,0,0,0
ctrl2_80bpm,660,92,660,656,0,0,0,0
ctrl2_80bpm,662,90,669,653,0,0,0,0
ctrl2_80bpm,656,87,667,657,0,0,0,0
ctrl2_80bpm,657,86,655,656,0,0,0,0
ctrl2_80bpm,656,84,651,665,0,0,0,0
ctrl2_80bpm,652,79,639,661,0,0,0,0
ctrl2_80bpm,655,80,639,664,0,0,0,0
ctrl2_80bpm,648,80,634,660,0,0,0,0
ctrl2_80bpm,651,81,635,667,0,0,0,0
ctrl2_80bpm,648,84,636,664,0,0,0,0
ctrl2_80bpm,639,88,634,660,0,0,0,0
ctrl2_80bpm,651,93,647,664,0,0,0,0
ctrl2_80bpm,646,91,639,663,0,0,0,0
ctrl2_80bpm,639,87,651,660,0,0,0,0
ctrl2_80bpm,650,88,655,658,0,0,0,0
ctrl2_80bpm,647,89,651,661,0,0,0,0
ctrl2_80bpm,649,90,655,663,0,0,0,0
ctrl2_80bpm,649,89,653,662,0,0,0,0
ctrl2_80bpm,652,89,646,665,0,0,0,0
ctrl2_80bpm,652,89,646,664,0,0,0,0
ctrl2_80bpm,652,88,646,663,0,0,0,0
ctrl2_80bpm,657,91,655,661,0,0,0,0
ctrl2_80bpm,663,92,668,662,0,0,0,0
ctrl2_80bpm,668,92,695,660,0,0,0,0
ctrl2_80bpm,668,92,724,663,0,0,0,0
ctrl2_80bpm,684,94,735,661,0,0,0,0
ctrl2_80bpm,689,93,734,665,0,0,0,0
ctrl2_80bpm,683,92,717,660,0,0,0,0
ctrl2_80bpm,675,90,692,661,0,0,0,0
ctrl2_80bpm,665,86,669,657,0,0,0,0
ctrl2_80bpm,660,85,639,659,0,0,0,0
ctrl2_80bpm,652,84,630,660,0,0,0,0
ctrl2_80bpm,648,84,621,657,0,0,0,0
ctrl2_80bpm,639,81,620,661,0,0,0,0
ctrl2_80bpm,639,84,626,664,0,0,0,0
ctrl2_80bpm,649,86,639,666,0,0,0,0
ctrl2_80bpm,652,91,652,666,0,0,0,0
ctrl2_80bpm,657,93,664,665,0,0,0,0
ctrl2_80bpm,654,96,672,663,0,0,0,0
ctrl2_80bpm,656,94,670,664,0,0,0,0
ctrl2_80bpm,654,90,673,661,0,0,0,0
ctrl2_80bpm,652,90,660,664,0,0,0,0
ctrl2_80bpm,647,92,655,662,0,0,0,0
ctrl2_80bpm,649,90,647,659,0,0,0,0
ctrl2_80bpm,647,92,637,662,0,0,0,0
ctrl2_80bpm,652,92,637,663,0,0,0,0
ctrl2_80bpm,652,92,637,664,0,0,0,0
ctrl2_80bpm,649,92,636,660,0,0,0,0
ctrl2_80bpm,650,92,638,650,0,0,0,0
ctrl2_80bpm,655,92,647,659,0,0,0,0
ctrl2_80bpm,655,92,649,655,0,0,0,0
ctrl2_80bpm,652,93,649,656,0,0,0,0
ctrl2_80bpm,655,93,649,659,0,0,0,0
ctrl2_80bpm,656,92,656,657,0,0,0,0
ctrl2_80bpm,653,92,649,655,0,0,0,0
ctrl2_80bpm,655,92,645,656,0,0,0,0
ctrl2_80bpm,655,90,639,661,0,0,0,0
ctrl2_80bpm,656,87,639,660,0,0,0,0
ctrl2_80bpm,657,84,638,664,0,0,0,0
ctrl2_80bpm,656,84,652,664,0,0,0,0
ctrl2_80bpm,664,84,668,667,0,0,0,0
ctrl2_80bpm,671,88,699,666,0,0,0,0
ctrl2_80bpm,682,89,721,668,0,0,0,0
ctrl2_80bpm,681,94,734,669,0,0,0,0
ctrl2_80bpm,682,92,727,670,0,0,0,0
ctrl2_80bpm,680,91,722,668,0,0,0,0
ctrl2_80bpm,671,92,700,671,0,0,0,0
ctrl2_80bpm,659,91,671,664,0,0,0,0
ctrl2_80bpm,651,90,651,663,0,0,0,0
ctrl2_80bpm,649,92,635,663,0,0,0,0
ctrl2_80bpm,639,92,625,661,0,0,0,0
ctrl2_80bpm,647,92,626,658,0,0,0,0
ctrl2_80bpm,647,92,632,657,0,0,0,0
ctrl2_80bpm,656,92,639,658,0,0,0,0
ctrl2_80bpm,656,94,659,659,0,0,0,0
ctrl2_80bpm,660,93,669,660,0,0,0,0
ctrl2_80bpm,662,94,672,660,0,0,0,0
ctrl2_80bpm,665,92,671,655,0,0,0,0
ctrl2_80bpm,660,92,668,660,0,0,0,0
ctrl2_80bpm,659,92,657,657,0,0,0,0
ctrl2_80bpm,657,91,650,655,0,0,0,0
ctrl2_80bpm,651,92,639,660,0,0,0,0
ctrl2_80bpm,656,89,633,660,0,0,0,0
ctrl2_80bpm,653,87,631,660,0,0,0,0
ctrl2_80bpm,653,86,633,662,0,0,0,0
ctrl2_80bpm,652,85,639,663,0,0,0,0
ctrl2_80bpm,652,84,636,659,0,0,0,0
ctrl2_80bpm,656,84,639,666,0,0,0,0
ctrl2_80bpm,659,86,652,663,0,0,0,0
ctrl2_80bpm,654,92,651,661,0,0,0,0
ctrl2_80bpm,658,93,659,663,0,0,0,0
ctrl2_80bpm,651,92,662,663,0,0,0,0
ctrl2_80bpm,653,92,658,663,0,0,0,0
ctrl2_80bpm,649,89,652,660,0,0,0,0
ctrl2_80bpm,651,92,652,660,0,0,0,0
ctrl2_80bpm,655,92,653,665,0,0,0,0
ctrl2_80bpm,653,92,649,663,0,0,0,0
ctrl2_80bpm,652,92,653,659,0,0,0,0
ctrl2_80bpm,656,93,665,660,0,0,0,0
ctrl2_80bpm,674,94,692,660,0,0,0,0
ctrl2_80bpm,679,96,713,668,0,0,0,0
ctrl2_80bpm,681,94,734,666,0,0,0,0
ctrl2_80bpm,683,93,731,668,0,0,0,0
ctrl2_80bpm,678,92,716,667,0,0,0,0
ctrl2_80bpm,675,91,692,662,0,0,0,0
ctrl2_80bpm,667,88,670,660,0,0,0,0
ctrl2_80bpm,657,92,652,659,0,0,0,0
ctrl2_80bpm,652,90,629,657,0,0,0,0
ctrl2_80bpm,651,92,621,657,0,0,0,0
ctrl2_80bpm,650,88,625,655,0,0,0,0
ctrl2_80bpm,650,88,631,664,0,0,0,0
ctrl2_80bpm,653,84,639,660,0,0,0,0
ctrl2_80bpm,657,86,656,660,0,0,0,0
ctrl2_80bpm,661,84,663,660,0,0,0,0
ctrl2_80bpm,662,86,671,668,0,0,0,0
ctrl2_80bpm,662,88,671,663,0,0,0,0
ctrl2_80bpm,660,92,669,664,0,0,0,0
ctrl2_80bpm,657,93,663,660,0,0,0,0
ctrl2_80bpm,653,92,657,665,0,0,0,0
ctrl2_80bpm,650,89,649,663,0,0,0,0
ctrl2_80bpm,647,91,649,658,0,0,0,0
ctrl2_80bpm,651,92,639,662,0,0,0,0
ctrl2_80bpm,650,92,639,656,0,0,0,0
ctrl2_80bpm,650,92,639,663,0,0,0,0
ctrl2_80bpm,653,92,649,662,0,0,0,0
ctrl2_80bpm,656,92,652,661,0,0,0,0
ctrl2_80bpm,657,92,658,660,0,0,0,0
ctrl2_80bpm,658,92,657,660,0,0,0,0
ctrl2_80bpm,660,92,658,656,0,0,0,0
ctrl2_80bpm,660,93,662,658,0,0,0,0
ctrl2_80bpm,659,93,660,661,0,0,0,0
ctrl2_80bpm,659,92,654,656,0,0,0,0
ctrl2_80bpm,657,93,653,653,0,0,0,0
ctrl2_80bpm,662,92,652,659,0,0,0,0
ctrl2_80bpm,656,87,651,658,0,0,0,0
ctrl2_80bpm,660,92,652,660,0,0,0,0
ctrl2_80bpm,668,89,676,663,0,0,0,0
ctrl2_80bpm,675,90,699,665,0,0,0,0
ctrl2_80bpm,685,88,723,668,0,0,0,0
ctrl2_80bpm,692,85,741,667,0,0,0,0
ctrl2_80bpm,687,84,734,668,0,0,0,0
ctrl2_80bpm,681,84,718,668,0,0,0,0
ctrl2_80bpm,672,88,690,668,0,0,0,0
ctrl2_80bpm,661,89,670,667,0,0,0,0
ctrl2_80bpm,655,92,656,661,0,0,0,0
ctrl2_80bpm,647,89,639,663,0,0,0,0
ctrl2_80bpm,639,86,636,657,0,0,0,0
ctrl2_80bpm,639,92,637,655,0,0,0,0
ctrl2_80bpm,639,92,639,660,0,0,0,0
ctrl2_80bpm,652,92,652,662,0,0,0,0
ctrl2_80bpm,655,93,663,661,0,0,0,0
ctrl2_80bpm,661,93,673,664,0,0,0,0
ctrl2_80bpm,661,92,675,662,0,0,0,0
ctrl2_80bpm,667,93,681,659,0,0,0,0
ctrl2_80bpm,665,92,673,660,0,0,0,0
ctrl2_80bpm,665,92,668,659,0,0,0,0
ctrl2_80bpm,658,92,657,658,0,0,0,0
ctrl2_80bpm,658,92,651,657,0,0,0,0
ctrl2_80bpm,655,92,639,656,0,0,0,0
ctrl2_80bpm,656,92,644,653,0,0,0,0
ctrl2_80bpm,652,92,649,653,0,0,0,0
ctrl2_80bpm,657,91,639,658,0,0,0,0
ctrl2_80bpm,658,89,639,659,0,0,0,0
ctrl2_80bpm,655,88,639,660,0,0,0,0
ctrl2_80bpm,658,84,651,662,0,0,0,0
ctrl2_80bpm,655,84,657,661,0,0,0,0
ctrl2_80bpm,663,84,654,662,0,0,0,0
ctrl2_80bpm,664,84,660,666,0,0,0,0
ctrl2_80bpm,657,88,660,662,0,0,0,0
ctrl2_80bpm,660,91,661,663,0,0,0,0
ctrl2_80bpm,656,96,655,660,0,0,0,0
ctrl2_80bpm,655,93,657,661,0,0,0,0
ctrl2_80bpm,653,91,663,660,0,0,0,0
ctrl2_80bpm,659,92,660,665,0,0,0,0
ctrl2_80bpm,663,96,679,665,0,0,0,0
ctrl2_80bpm,675,96,712,663,0,0,0,0
ctrl2_80bpm,687,96,737,660,0,0,0,0
ctrl2_80bpm,692,96,751,668,0,0,0,0
ctrl2_80bpm,690,93,749,669,0,0,0,0
ctrl2_80bpm,685,92,728,669,0,0,0,0
ctrl2_80bpm,678,91,701,663,0,0,0,0
ctrl2_80bpm,667,91,675,664,0,0,0,0
ctrl2_80bpm,662,92,659,661,0,0,0,0
ctrl2_80bpm,658,92,639,659,0,0,0,0
ctrl2_80bpm,653,92,630,654,0,0,0,0
ctrl2_80bpm,649,92,629,655,0,0,0,0
ctrl2_80bpm,656,92,637,657,0,0,0,0
ctrl2_80bpm,656,90,639,653,0,0,0,0
ctrl2_80bpm,661,89,654,658,0,0,0,0
ctrl2_80bpm,667,88,663,660,0,0,0,0
ctrl2_80bpm,668,86,669,661,0,0,0,0
ctrl2_80bpm,667,84,673,661,0,0,0,0
ctrl2_80bpm,663,81,669,666,0,0,0,0
ctrl2_80bpm,663,80,659,669,0,0,0,0
ctrl2_80bpm,658,83,650,661,0,0,0,0
ctrl2_80bpm,651,88,639,664,0,0,0,0
ctrl2_80bpm,654,92,645,664,0,0,0,0
ctrl2_80bpm,650,92,639,663,0,0,0,0
ctrl2_80bpm,650,88,639,661,0,0,0,0
ctrl2_80bpm,651,88,649,663,0,0,0,0
ctrl2_80bpm,651,92,639,659,0,0,0,0
ctrl2_80bpm,655,91,653,659,0,0,0,0
ctrl2_80bpm,656,90,647,660,0,0,0,0
ctrl2_80bpm,659,90,648,660,0,0,0,0
ctrl2_80bpm,660,91,654,663,0,0,0,0
ctrl2_80bpm,662,91,653,661,0,0,0,0
ctrl2_80bpm,662,90,655,665,0,0,0,0
ctrl2_80bpm,663,90,654,664,0,0,0,0
ctrl2_80bpm,663,92,652,661,0,0,0,0
ctrl2_80bpm,663,91,649,660,0,0,0,0
ctrl2_80bpm,659,90,649,656,0,0,0,0
ctrl2_80bpm,660,91,648,659,0,0,0,0
ctrl2_80bpm,663,90,649,655,0,0,0,0
ctrl2_80bpm,667,92,671,658,0,0,0,0
ctrl2_80bpm,677,92,696,659,0,0,0,0
ctrl2_80bpm,687,90,723,663,0,0,0,0
ctrl2_80bpm,689,89,742,668,0,0,0,0
ctrl2_80bpm,697,85,747,671,0,0,0,0
ctrl2_80bpm,691,81,727,674,0,0,0,0
ctrl2_80bpm,684,80,698,669,0,0,0,0
ctrl2_80bpm,669,80,673,667,0,0,0,0
ctrl2_80bpm,660,84,656,663,0,0,0,0
ctrl2_80bpm,652,86,639,663,0,0,0,0
ctrl2_80bpm,648,92,633,660,0,0,0,0
ctrl2_80bpm,646,90,628,660,0,0,0,0
ctrl2_80bpm,639,90,631,661,0,0,0,0
ctrl2_80bpm,639,93,638,659,0,0,0,0
ctrl2_80bpm,657,94,655,661,0,0,0,0
ctrl2_80bpm,656,92,664,663,0,0,0,0
ctrl2_80bpm,665,92,674,663,0,0,0,0
ctrl2_80bpm,665,92,675,667,0,0,0,0
ctrl2_80bpm,665,92,668,662,0,0,0,0
ctrl2_80bpm,667,92,659,660,0,0,0,0
ctrl2_80bpm,662,91,655,663,0,0,0,0
ctrl2_80bpm,659,91,647,659,0,0,0,0
ctrl2_80bpm,656,92,639,656,0,0,0,0
ctrl2_80bpm,654,92,639,656,0,0,0,0
ctrl2_80bpm,655,92,638,659,0,0,0,0
ctrl2_80bpm,654,92,646,653,0,0,0,0
ctrl2_80bpm,660,92,647,657,0,0,0,0
ctrl2_80bpm,657,88,646,659,0,0,0,0
ctrl2_80bpm,660,89,639,657,0,0,0,0
ctrl2_80bpm,660,88,647,659,0,0,0,0
ctrl2_80bpm,662,81,653,661,0,0,0,0
ctrl2_80bpm,659,85,650,663,0,0,0,0
ctrl2_80bpm,660,82,653,666,0,0,0,0
ctrl2_80bpm,658,84,652,663,0,0,0,0
ctrl2_80bpm,659,84,652,663,0,0,0,0
ctrl2_80bpm,654,92,652,665,0,0,0,0
ctrl2_80bpm,660,93,654,662,0,0,0,0
ctrl2_80bpm,657,94,652,661,0,0,0,0
ctrl2_80bpm,659,92,666,665,0,0,0,0
ctrl2_80bpm,667,92,690,663,0,0,0,0
ctrl2_80bpm,679,96,716,669,0,0,0,0
ctrl2_80bpm,685,96,735,670,0,0,0,0
ctrl2_80bpm,692,93,740,672,0,0,0,0
ctrl2_80bpm,689,92,724,671,0,0,0,0
ctrl2_80bpm,684,92,696,665,0,0,0,0
ctrl2_80bpm,671,88,675,662,0,0,0,0
ctrl2_80bpm,657,89,659,659,0,0,0,0
ctrl2_80bpm,655,90,639,657,0,0,0,0
ctrl2_80bpm,653,91,633,657,0,0,0,0
ctrl2_80bpm,651,92,629,659,0,0,0,0
ctrl2_80bpm,652,92,638,652,0,0,0,0
ctrl2_80bpm,657,93,639,653,0,0,0,0
ctrl2_80bpm,659,94,657,667,0,0,0,0
ctrl2_80bpm,663,93,668,659,0,0,0,0
ctrl2_80bpm,663,92,676,662,0,0,0,0
ctrl2_80bpm,666,88,675,660,0,0,0,0
ctrl2_80bpm,668,88,671,661,0,0,0,0
ctrl2_80bpm,666,84,661,662,0,0,0,0
ctrl2_80bpm,655,82,659,663,0,0,0,0
ctrl2_80bpm,658,82,650,660,0,0,0,0
ctrl2_80bpm,655,84,647,662,0,0,0,0
ctrl2_80bpm,653,88,650,664,0,0,0,0
ctrl2_80bpm,655,92,650,659,0,0,0,0
ctrl2_80bpm,654,93,652,658,0,0,0,0
ctrl2_80bpm,651,92,650,658,0,0,0,0
ctrl2_80bpm,653,90,653,660,0,0,0,0
ctrl2_80bpm,652,90,651,664,0,0,0,0
ctrl2_80bpm,655,92,655,661,0,0,0,0
ctrl2_80bpm,657,92,659,664,0,0,0,0
ctrl2_80bpm,660,92,659,663,0,0,0,0
ctrl2_80bpm,661,92,656,660,0,0,0,0
ctrl2_80bpm,661,92,655,660,0,0,0,0
ctrl2_80bpm,662,92,654,662,0,0,0,0
ctrl2_80bpm,659,92,659,663,0,0,0,0
ctrl2_80bpm,661,92,654,658,0,0,0,0
ctrl2_80bpm,661,92,660,659,0,0,0,0
ctrl2_80bpm,668,94,667,660,0,0,0,0
ctrl2_80bpm,669,94,684,655,0,0,0,0
ctrl2_80bpm,683,96,712,657,0,0,0,0
ctrl2_80bpm,694,96,742,659,0,0,0,0
ctrl2_80bpm,699,91,736,663,0,0,0,0
ctrl2_80bpm,693,88,728,667,0,0,0,0
ctrl2_80bpm,683,84,706,664,0,0,0,0
ctrl2_80bpm,675,80,679,665,0,0,0,0
ctrl2_80bpm,666,82,661,662,0,0,0,0
ctrl2_80bpm,656,80,651,664,0,0,0,0
ctrl2_80bpm,654,81,639,660,0,0,0,0
ctrl2_80bpm,650,85,639,661,0,0,0,0
ctrl2_80bpm,639,92,639,660,0,0,0,0
ctrl2_80bpm,652,94,651,664,0,0,0,0
ctrl2_80bpm,653,96,667,661,0,0,0,0
ctrl2_80bpm,661,89,673,664,0,0,0,0
ctrl2_80bpm,658,89,676,660,0,0,0,0
ctrl2_80bpm,661,92,677,659,0,0,0,0
ctrl2_80bpm,665,92,673,664,0,0,0,0
ctrl2_80bpm,660,92,666,667,0,0,0,0
ctrl2_80bpm,658,91,659,662,0,0,0,0
ctrl2_80bpm,660,92,655,661,0,0,0,0
ctrl2_80bpm,659,91,651,658,0,0,0,0
ctrl2_80bpm,656,92,639,656,0,0,0,0
ctrl2_80bpm,655,92,639,656,0,0,0,0
ctrl2_80bpm,655,91,639,657,0,0,0,0
ctrl2_80bpm,653,92,651,651,0,0,0,0
ctrl2_80bpm,659,93,656,657,0,0,0,0
ctrl2_80bpm,663,92,656,657,0,0,0,0
ctrl2_80bpm,660,90,661,658,0,0,0,0
ctrl2_80bpm,665,92,657,661,0,0,0,0
ctrl2_80bpm,660,88,662,661,0,0,0,0
ctrl2_80bpm,659,85,652,661,0,0,0,0
ctrl2_80bpm,663,87,653,661,0,0,0,0
ctrl2_80bpm,658,84,658,665,0,0,0,0
ctrl2_80bpm,660,84,651,661,0,0,0,0
ctrl2_80bpm,660,80,649,660,0,0,0,0
ctrl2_80bpm,659,86,657,663,0,0,0,0
ctrl2_80bpm,663,91,662,665,0,0,0,0
ctrl2_80bpm,664,93,679,662,0,0,0,0
ctrl2_80bpm,673,98,703,667,0,0,0,0
ctrl2_80bpm,687,99,732,668,0,0,0,0
ctrl2_80bpm,692,96,747,670,0,0,0,0
ctrl2_80bpm,692,91,747,667,0,0,0,0
ctrl2_80bpm,681,90,728,669,0,0,0,0
ctrl2_80bpm,677,90,704,665,0,0,0,0
ctrl2_80bpm,665,88,678,660,0,0,0,0
ctrl2_80bpm,660,90,664,663,0,0,0,0
ctrl2_80bpm,655,89,649,661,0,0,0,0
ctrl2_80bpm,652,90,639,662,0,0,0,0
ctrl2_80bpm,647,90,639,659,0,0,0,0
ctrl2_80bpm,651,92,639,660,0,0,0,0
ctrl2_80bpm,657,93,648,658,0,0,0,0
ctrl2_80bpm,661,93,660,654,0,0,0,0
ctrl2_80bpm,668,93,669,660,0,0,0,0
ctrl2_80bpm,668,92,676,654,0,0,0,0
ctrl2_80bpm,668,92,675,660,0,0,0,0
ctrl2_80bpm,664,91,665,659,0,0,0,0
ctrl2_80bpm,660,88,660,659,0,0,0,0
ctrl2_80bpm,660,86,652,662,0,0,0,0
ctrl2_80bpm,659,81,651,668,0,0,0,0
ctrl2_80bpm,656,84,647,665,0,0,0,0
ctrl2_80bpm,654,83,639,665,0,0,0,0
ctrl2_80bpm,655,84,639,665,0,0,0,0
ctrl2_80bpm,656,86,639,660,0,0,0,0
ctrl2_80bpm,652,91,652,660,0,0,0,0
ctrl2_80bpm,656,96,651,663,0,0,0,0
ctrl2_80bpm,655,94,653,661,0,0,0,0
ctrl2_80bpm,654,92,660,663,0,0,0,0
ctrl2_80bpm,652,92,665,663,0,0,0,0
ctrl2_80bpm,653,92,665,662,0,0,0,0
ctrl2_80bpm,662,90,665,661,0,0,0,0
ctrl2_80bpm,660,90,663,660,0,0,0,0
ctrl2_80bpm,658,90,657,660,0,0,0,0
ctrl2_80bpm,660,90,652,660,0,0,0,0
ctrl2_80bpm,660,91,655,660,0,0,0,0
ctrl2_80bpm,663,91,661,662,0,0,0,0
ctrl2_80bpm,668,92,669,653,0,0,0,0
ctrl2_80bpm,679,94,698,662,0,0,0,0
ctrl2_80bpm,688,96,725,663,0,0,0,0
ctrl2_80bpm,693,96,747,667,0,0,0,0
ctrl2_80bpm,693,93,745,662,0,0,0,0
ctrl2_80bpm,693,92,731,663,0,0,0,0
ctrl2_80bpm,684,89,702,661,0,0,0,0
ctrl2_80bpm,670,85,671,660,0,0,0,0
ctrl2_80bpm,661,84,652,660,0,0,0,0
ctrl2_80bpm,657,84,638,660,0,0,0,0
ctrl2_80bpm,650,83,626,660,0,0,0,0
ctrl2_80bpm,652,83,635,663,0,0,0,0
ctrl2_80bpm,649,83,633,661,0,0,0,0
ctrl2_80bpm,657,86,649,659,0,0,0,0
ctrl2_80bpm,658,92,661,663,0,0,0,0
ctrl2_80bpm,667,92,677,665,0,0,0,0
ctrl2_80bpm,665,93,679,666,0,0,0,0
ctrl2_80bpm,665,96,689,664,0,0,0,0
ctrl2_80bpm,660,88,679,663,0,0,0,0
ctrl2_80bpm,659,89,670,665,0,0,0,0
ctrl2_80bpm,655,92,659,661,0,0,0,0
ctrl2_80bpm,653,90,650,666,0,0,0,0
ctrl2_80bpm,654,90,639,662,0,0,0,0
ctrl2_80bpm,657,91,639,659,0,0,0,0
ctrl2_80bpm,660,92,647,666,0,0,0,0
ctrl2_80bpm,657,92,648,660,0,0,0,0
ctrl2_80bpm,660,92,652,660,0,0,0,0
ctrl2_80bpm,662,92,651,664,0,0,0,0
ctrl2_80bpm,660,92,660,658,0,0,0,0
ctrl2_80bpm,664,92,663,658,0,0,0,0
ctrl2_80bpm,661,92,660,659,0,0,0,0
ctrl2_80bpm,660,92,660,654,0,0,0,0
ctrl2_80bpm,663,91,659,659,0,0,0,0
ctrl2_80bpm,665,90,655,657,0,0,0,0
ctrl2_80bpm,661,86,650,660,0,0,0,0
ctrl2_80bpm,659,86,638,659,0,0,0,0
ctrl2_80bpm,661,84,649,664,0,0,0,0
ctrl2_80bpm,665,84,654,667,0,0,0,0
ctrl2_80bpm,670,84,663,663,0,0,0,0
ctrl2_80bpm,676,87,690,664,0,0,0,0
ctrl2_80bpm,692,90,721,671,0,0,0,0
ctrl2_80bpm,700,92,739,670,0,0,0,0
ctrl2_80bpm,699,92,740,668,0,0,0,0
ctrl2_80bpm,689,89,731,665,0,0,0,0
ctrl2_80bpm,677,90,708,664,0,0,0,0
ctrl2_80bpm,661,89,682,667,0,0,0,0
ctrl2_80bpm,657,90,656,665,0,0,0,0
ctrl2_80bpm,655,90,646,665,0,0,0,0
ctrl2_80bpm,650,89,635,660,0,0,0,0
ctrl2_80bpm,651,89,634,663,0,0,0,0
ctrl2_80bpm,652,89,639,660,0,0,0,0
ctrl2_80bpm,656,92,652,665,0,0,0,0
ctrl2_80bpm,660,92,660,663,0,0,0,0
ctrl2_80bpm,667,92,676,656,0,0,0,0
ctrl2_80bpm,671,93,675,658,0,0,0,0
ctrl2_80bpm,668,92,677,660,0,0,0,0
ctrl2_80bpm,666,92,679,657,0,0,0,0
ctrl2_80bpm,664,90,664,655,0,0,0,0
ctrl2_80bpm,661,89,652,656,0,0,0,0
ctrl2_80bpm,659,90,652,660,0,0,0,0
ctrl2_80bpm,660,88,639,656,0,0,0,0
ctrl2_80bpm,655,85,636,660,0,0,0,0
ctrl2_80bpm,660,86,639,662,0,0,0,0
ctrl2_80bpm,657,83,639,660,0,0,0,0
ctrl2_80bpm,660,83,639,663,0,0,0,0
ctrl2_80bpm,659,81,650,664,0,0,0,0
ctrl2_80bpm,657,84,655,666,0,0,0,0
ctrl2_80bpm,656,91,655,664,0,0,0,0
ctrl2_80bpm,658,94,655,667,0,0,0,0
ctrl2_80bpm,661,92,661,662,0,0,0,0
ctrl2_80bpm,658,90,662,667,0,0,0,0
ctrl2_80bpm,656,86,659,668,0,0,0,0
ctrl2_80bpm,657,92,659,663,0,0,0,0
ctrl2_80bpm,657,92,659,662,0,0,0,0
ctrl2_80bpm,656,91,657,663,0,0,0,0
ctrl2_80bpm,662,92,666,660,0,0,0,0
ctrl2_80bpm,670,93,680,666,0,0,0,0
ctrl2_80bpm,681,94,705,666,0,0,0,0
ctrl2_80bpm,692,94,733,664,0,0,0,0
ctrl2_80bpm,699,93,748,666,0,0,0,0
ctrl2_80bpm,701,92,737,668,0,0,0,0
ctrl2_80bpm,692,92,725,667,0,0,0,0
ctrl2_80bpm,683,90,694,662,0,0,0,0
ctrl2_80bpm,670,88,674,653,0,0,0,0
ctrl2_80bpm,660,89,652,654,0,0,0,0
ctrl2_80bpm,653,90,639,655,0,0,0,0
ctrl2_80bpm,654,88,634,654,0,0,0,0
ctrl2_80bpm,652,86,631,656,0,0,0,0
ctrl2_80bpm,655,86,633,656,0,0,0,0
ctrl2_80bpm,657,84,646,664,0,0,0,0
ctrl2_80bpm,664,84,659,661,0,0,0,0
ctrl2_80bpm,672,84,670,667,0,0,0,0
ctrl2_80bpm,666,84,671,663,0,0,0,0
ctrl2_80bpm,668,88,675,663,0,0,0,0
ctrl2_80bpm,671,90,676,664,0,0,0,0
ctrl2_80bpm,661,95,664,664,0,0,0,0
ctrl2_80bpm,657,91,663,664,0,0,0,0
ctrl2_80bpm,654,87,658,661,0,0,0,0
ctrl2_80bpm,652,89,652,662,0,0,0,0
ctrl2_80bpm,651,91,647,666,0,0,0,0
ctrl2_80bpm,655,91,648,659,0,0,0,0
ctrl2_80bpm,657,91,639,660,0,0,0,0
ctrl2_80bpm,660,91,649,665,0,0,0,0
ctrl2_80bpm,659,90,652,658,0,0,0,0
ctrl2_80bpm,660,92,652,663,0,0,0,0
ctrl2_80bpm,663,91,658,663,0,0,0,0
ctrl2_80bpm,659,92,661,660,0,0,0,0
ctrl2_80bpm,663,92,665,660,0,0,0,0
ctrl2_80bpm,663,92,657,655,0,0,0,0
ctrl2_80bpm,664,92,661,655,0,0,0,0
ctrl2_80bpm,663,92,653,659,0,0,0,0
ctrl2_80bpm,661,91,654,655,0,0,0,0
ctrl2_80bpm,662,90,659,662,0,0,0,0
ctrl2_80bpm,667,89,661,661,0,0,0,0
ctrl2_80bpm,673,88,682,657,0,0,0,0
ctrl2_80bpm,681,88,703,663,0,0,0,0
ctrl2_80bpm,691,85,728,669,0,0,0,0
ctrl2_80bpm,697,81,739,668,0,0,0,0
ctrl2_80bpm,700,81,732,673,0,0,0,0
ctrl2_80bpm,691,80,713,668,0,0,0,0
ctrl2_80bpm,676,86,692,668,0,0,0,0
ctrl2_80bpm,669,88,675,668,0,0,0,0
ctrl2_80bpm,659,87,662,663,0,0,0,0
ctrl2_80bpm,651,88,649,660,0,0,0,0
ctrl2_80bpm,647,87,636,661,0,0,0,0
ctrl2_80bpm,646,90,639,663,0,0,0,0
ctrl2_80bpm,649,92,639,660,0,0,0,0
ctrl2_80bpm,654,90,650,662,0,0,0,0
ctrl2_80bpm,659,92,663,664,0,0,0,0
ctrl2_80bpm,667,92,673,662,0,0,0,0
ctrl2_80bpm,667,91,677,663,0,0,0,0
ctrl2_80bpm,671,92,676,660,0,0,0,0
ctrl2_80bpm,672,90,671,662,0,0,0,0
ctrl2_80bpm,665,90,664,660,0,0,0,0
ctrl2_80bpm,662,88,665,657,0,0,0,0
ctrl2_80bpm,659,88,653,653,0,0,0,0
ctrl2_80bpm,659,88,650,652,0,0,0,0
ctrl2_80bpm,652,88,648,657,0,0,0,0
ctrl2_80bpm,658,88,647,655,0,0,0,0
ctrl2_80bpm,659,84,639,656,0,0,0,0
ctrl2_80bpm,659,83,639,658,0,0,0,0
ctrl2_80bpm,659,84,651,659,0,0,0,0
ctrl2_80bpm,660,84,652,661,0,0,0,0
ctrl2_80bpm,663,80,655,665,0,0,0,0
