device,s1,s2,s3,s4,sum,sum-squared,time-ms,state
ctrl2_80bpm,666,80,655,664,0,0,0,0
ctrl2_80bpm,661,81,656,663,0,0,0,0
ctrl2_80bpm,660,84,662,665,0,0,0,0
ctrl2_80bpm,662,88,663,667,0,0,0,0
ctrl2_80bpm,660,92,667,662,0,0,0,0
ctrl2_80bpm,655,90,659,663,0,0,0,0
ctrl2_80bpm,659,85,668,665,0,0,0,0
ctrl2_80bpm,665,89,675,665,0,0,0,0
ctrl2_80bpm,666,91,691,667,0,0,0,0
ctrl2_80bpm,687,92,715,667,0,0,0,0
ctrl2_80bpm,691,92,730,669,0,0,0,0
ctrl2_80bpm,696,90,740,669,0,0,0,0
ctrl2_80bpm,693,88,731,664,0,0,0,0
ctrl2_80bpm,684,87,714,667,0,0,0,0
ctrl2_80bpm,677,86,691,665,0,0,0,0
ctrl2_80bpm,668,86,669,660,0,0,0,0
ctrl2_80bpm,658,85,651,657,0,0,0,0
ctrl2_80bpm,652,87,639,655,0,0,0,0
ctrl2_80bpm,655,88,635,658,0,0,0,0
ctrl2_80bpm,652,88,646,653,0,0,0,0
ctrl2_80bpm,653,88,650,653,0,0,0,0
ctrl2_80bpm,660,85,663,659,0,0,0,0
ctrl2_80bpm,663,86,671,658,0,0,0,0
ctrl2_80bpm,671,84,680,664,0,0,0,0
ctrl2_80bpm,673,80,675,665,0,0,0,0
ctrl2_80bpm,671,81,675,667,0,0,0,0
ctrl2_80bpm,669,80,669,662,0,0,0,0
ctrl2_80bpm,665,78,655,661,0,0,0,0
ctrl2_80bpm,660,82,652,668,0,0,0,0
ctrl2_80bpm,658,88,652,661,0,0,0,0
ctrl2_80bpm,656,92,655,663,0,0,0,0
ctrl2_80bpm,654,92,652,663,0,0,0,0
ctrl2_80bpm,657,88,655,663,0,0,0,0
ctrl2_80bpm,657,90,660,667,0,0,0,0
ctrl2_80bpm,660,92,656,659,0,0,0,0
ctrl2_80bpm,657,90,655,659,0,0,0,0
ctrl2_80bpm,659,91,657,657,0,0,0,0
ctrl2_80bpm,661,91,662,662,0,0,0,0
ctrl2_80bpm,665,91,663,661,0,0,0,0
ctrl2_80bpm,661,90,660,663,0,0,0,0
ctrl2_80bpm,667,90,662,668,0,0,0,0
ctrl2_80bpm,664,91,666,667,0,0,0,0
ctrl2_80bpm,671,92,665,660,0,0,0,0
ctrl2_80bpm,669,91,661,660,0,0,0,0
ctrl2_80bpm,674,92,676,657,0,0,0,0
ctrl2_80bpm,681,94,695,658,0,0,0,0
ctrl2_80bpm,687,93,716,655,0,0,0,0
ctrl2_80bpm,700,94,745,660,0,0,0,0
ctrl2_80bpm,707,92,761,665,0,0,0,0
ctrl2_80bpm,707,88,751,670,0,0,0,0
ctrl2_80bpm,700,84,721,668,0,0,0,0
ctrl2_80bpm,691,80,697,664,0,0,0,0
ctrl2_80bpm,680,80,673,665,0,0,0,0
ctrl2_80bpm,675,80,655,668,0,0,0,0
ctrl2_80bpm,667,82,646,663,0,0,0,0
ctrl2_80bpm,657,85,639,662,0,0,0,0
ctrl2_80bpm,657,91,646,664,0,0,0,0
ctrl2_80bpm,660,96,647,661,0,0,0,0
ctrl2_80bpm,660,90,663,661,0,0,0,0
ctrl2_80bpm,668,92,674,660,0,0,0,0
ctrl2_80bpm,668,92,684,661,0,0,0,0
ctrl2_80bpm,668,91,685,661,0,0,0,0
ctrl2_80bpm,671,91,679,663,0,0,0,0
ctrl2_80bpm,668,92,673,661,0,0,0,0
ctrl2_80bpm,667,90,665,662,0,0,0,0
ctrl2_80bpm,660,89,656,661,0,0,0,0
ctrl2_80bpm,665,90,652,659,0,0,0,0
ctrl2_80bpm,661,90,639,655,0,0,0,0
ctrl2_80bpm,663,92,647,656,0,0,0,0
ctrl2_80bpm,663,90,645,659,0,0,0,0
ctrl2_80bpm,662,92,655,653,0,0,0,0
ctrl2_80bpm,667,92,662,656,0,0,0,0
ctrl2_80bpm,667,92,662,655,0,0,0,0
ctrl2_80bpm,668,92,665,658,0,0,0,0
ctrl2_80bpm,668,87,670,662,0,0,0,0
ctrl2_80bpm,669,88,665,660,0,0,0,0
ctrl2_80bpm,667,86,667,661,0,0,0,0
ctrl2_80bpm,668,81,660,663,0,0,0,0
ctrl2_80bpm,667,84,658,664,0,0,0,0
ctrl2_80bpm,663,80,660,667,0,0,0,0
ctrl2_80bpm,669,82,665,663,0,0,0,0
ctrl2_80bpm,667,84,668,665,0,0,0,0
ctrl2_80bpm,671,92,684,665,0,0,0,0
ctrl2_80bpm,687,92,715,666,0,0,0,0
ctrl2_80bpm,698,92,750,665,0,0,0,0
ctrl2_80bpm,703,96,780,665,0,0,0,0
ctrl2_80bpm,703,96,797,668,0,0,0,0
ctrl2_80bpm,688,88,773,666,0,0,0,0
ctrl2_80bpm,677,88,741,664,0,0,0,0
ctrl2_80bpm,667,88,704,663,0,0,0,0
ctrl2_80bpm,661,88,671,665,0,0,0,0
ctrl2_80bpm,653,88,653,664,0,0,0,0
ctrl2_80bpm,655,88,639,661,0,0,0,0
ctrl2_80bpm,653,91,639,663,0,0,0,0
ctrl2_80bpm,655,92,649,657,0,0,0,0
ctrl2_80bpm,663,92,659,653,0,0,0,0
ctrl2_80bpm,668,92,676,655,0,0,0,0
ctrl2_80bpm,675,93,694,660,0,0,0,0
ctrl2_80bpm,675,92,700,656,0,0,0,0
ctrl2_80bpm,673,92,706,657,0,0,0,0
ctrl2_80bpm,675,92,708,659,0,0,0,0
ctrl2_80bpm,671,88,693,661,0,0,0,0
ctrl2_80bpm,668,84,673,661,0,0,0,0
ctrl2_80bpm,662,84,657,660,0,0,0,0
ctrl2_80bpm,659,84,656,663,0,0,0,0
ctrl2_80bpm,658,80,657,660,0,0,0,0
ctrl2_80bpm,659,81,656,664,0,0,0,0
ctrl2_80bpm,658,84,658,660,0,0,0,0
ctrl2_80bpm,660,90,663,660,0,0,0,0
ctrl2_80bpm,660,90,672,664,0,0,0,0
ctrl2_80bpm,659,94,669,666,0,0,0,0
ctrl2_80bpm,653,93,672,663,0,0,0,0
ctrl2_80bpm,657,87,665,666,0,0,0,0
ctrl2_80bpm,660,90,665,665,0,0,0,0
ctrl2_80bpm,654,91,663,667,0,0,0,0
ctrl2_80bpm,653,90,661,664,0,0,0,0
ctrl2_80bpm,655,90,661,660,0,0,0,0
ctrl2_80bpm,653,90,653,662,0,0,0,0
ctrl2_80bpm,660,91,657,660,0,0,0,0
ctrl2_80bpm,660,90,662,663,0,0,0,0
ctrl2_80bpm,660,93,680,661,0,0,0,0
ctrl2_80bpm,673,94,716,664,0,0,0,0
ctrl2_80bpm,682,96,767,663,0,0,0,0
ctrl2_80bpm,693,94,805,665,0,0,0,0
ctrl2_80bpm,691,92,821,663,0,0,0,0
ctrl2_80bpm,686,90,797,666,0,0,0,0
ctrl2_80bpm,676,87,751,661,0,0,0,0
ctrl2_80bpm,667,84,707,663,0,0,0,0
ctrl2_80bpm,658,81,662,661,0,0,0,0
ctrl2_80bpm,660,80,633,660,0,0,0,0
ctrl2_80bpm,655,76,609,663,0,0,0,0
ctrl2_80bpm,652,80,605,661,0,0,0,0
ctrl2_80bpm,653,80,612,662,0,0,0,0
ctrl2_80bpm,659,83,639,664,0,0,0,0
ctrl2_80bpm,661,86,667,663,0,0,0,0
ctrl2_80bpm,663,91,685,666,0,0,0,0
ctrl2_80bpm,671,90,703,665,0,0,0,0
ctrl2_80bpm,665,90,705,662,0,0,0,0
ctrl2_80bpm,665,89,691,665,0,0,0,0
ctrl2_80bpm,662,84,678,661,0,0,0,0
ctrl2_80bpm,659,86,659,663,0,0,0,0
ctrl2_80bpm,663,86,629,665,0,0,0,0
ctrl2_80bpm,655,86,609,660,0,0,0,0
ctrl2_80bpm,660,85,596,660,0,0,0,0
ctrl2_80bpm,660,88,597,657,0,0,0,0
ctrl2_80bpm,658,89,611,659,0,0,0,0
ctrl2_80bpm,660,90,620,657,0,0,0,0
ctrl2_80bpm,660,90,632,655,0,0,0,0
ctrl2_80bpm,658,89,651,657,0,0,0,0
ctrl2_80bpm,661,88,654,659,0,0,0,0
ctrl2_80bpm,658,88,657,658,0,0,0,0
ctrl2_80bpm,659,89,662,659,0,0,0,0
ctrl2_80bpm,661,89,660,660,0,0,0,0
ctrl2_80bpm,660,88,647,658,0,0,0,0
ctrl2_80bpm,659,85,647,662,0,0,0,0
ctrl2_80bpm,659,81,639,657,0,0,0,0
ctrl2_80bpm,663,84,648,661,0,0,0,0
ctrl2_80bpm,665,84,655,667,0,0,0,0
ctrl2_80bpm,672,82,692,664,0,0,0,0
ctrl2_80bpm,680,84,732,665,0,0,0,0
ctrl2_80bpm,689,84,777,668,0,0,0,0
ctrl2_80bpm,694,87,791,673,0,0,0,0
ctrl2_80bpm,693,88,772,669,0,0,0,0
ctrl2_80bpm,679,88,730,668,0,0,0,0
ctrl2_80bpm,665,85,682,669,0,0,0,0
ctrl2_80bpm,660,87,647,667,0,0,0,0
ctrl2_80bpm,655,85,628,665,0,0,0,0
ctrl2_80bpm,652,86,617,664,0,0,0,0
ctrl2_80bpm,652,88,607,660,0,0,0,0
ctrl2_80bpm,654,89,619,663,0,0,0,0
ctrl2_80bpm,659,90,636,661,0,0,0,0
ctrl2_80bpm,660,89,639,660,0,0,0,0
ctrl2_80bpm,662,90,663,658,0,0,0,0
ctrl2_80bpm,669,90,672,661,0,0,0,0
ctrl2_80bpm,668,91,681,665,0,0,0,0
ctrl2_80bpm,665,88,672,659,0,0,0,0
ctrl2_80bpm,664,88,665,659,0,0,0,0
ctrl2_80bpm,660,87,655,661,0,0,0,0
ctrl2_80bpm,658,88,639,654,0,0,0,0
ctrl2_80bpm,656,88,636,660,0,0,0,0
ctrl2_80bpm,656,88,634,655,0,0,0,0
ctrl2_80bpm,660,84,631,663,0,0,0,0
ctrl2_80bpm,659,84,632,660,0,0,0,0
ctrl2_80bpm,659,79,631,664,0,0,0,0
ctrl2_80bpm,660,80,639,666,0,0,0,0
ctrl2_80bpm,665,82,639,667,0,0,0,0
ctrl2_80bpm,661,84,651,663,0,0,0,0
ctrl2_80bpm,660,86,653,662,0,0,0,0
ctrl2_80bpm,661,91,656,663,0,0,0,0
ctrl2_80bpm,655,94,655,667,0,0,0,0
ctrl2_80bpm,655,93,659,663,0,0,0,0
ctrl2_80bpm,652,88,657,666,0,0,0,0
ctrl2_80bpm,653,89,657,661,0,0,0,0
ctrl2_80bpm,655,92,655,665,0,0,0,0
ctrl2_80bpm,661,92,662,666,0,0,0,0
ctrl2_80bpm,663,92,675,663,0,0,0,0
ctrl2_80bpm,676,93,708,667,0,0,0,0
ctrl2_80bpm,683,94,741,663,0,0,0,0
ctrl2_80bpm,686,92,767,668,0,0,0,0
ctrl2_80bpm,687,92,767,669,0,0,0,0
ctrl2_80bpm,685,89,743,663,0,0,0,0
ctrl2_80bpm,680,88,705,663,0,0,0,0
ctrl2_80bpm,671,89,683,662,0,0,0,0
ctrl2_80bpm,664,89,659,663,0,0,0,0
ctrl2_80bpm,663,88,635,655,0,0,0,0
ctrl2_80bpm,656,90,624,658,0,0,0,0
ctrl2_80bpm,653,92,616,655,0,0,0,0
ctrl2_80bpm,657,88,624,660,0,0,0,0
ctrl2_80bpm,662,86,634,660,0,0,0,0
ctrl2_80bpm,665,88,647,666,0,0,0,0
ctrl2_80bpm,667,84,661,663,0,0,0,0
ctrl2_80bpm,664,82,677,668,0,0,0,0
ctrl2_80bpm,665,82,681,662,0,0,0,0
ctrl2_80bpm,660,84,673,668,0,0,0,0
ctrl2_80bpm,661,88,667,666,0,0,0,0
ctrl2_80bpm,660,90,659,667,0,0,0,0
ctrl2_80bpm,655,90,649,661,0,0,0,0
ctrl2_80bpm,651,88,639,662,0,0,0,0
ctrl2_80bpm,652,88,639,660,0,0,0,0
ctrl2_80bpm,649,91,635,666,0,0,0,0
ctrl2_80bpm,647,90,631,660,0,0,0,0
ctrl2_80bpm,656,92,639,664,0,0,0,0
ctrl2_80bpm,657,92,647,662,0,0,0,0
ctrl2_80bpm,659,91,656,664,0,0,0,0
ctrl2_80bpm,657,91,653,662,0,0,0,0
ctrl2_80bpm,660,90,656,662,0,0,0,0
ctrl2_80bpm,660,91,656,659,0,0,0,0
ctrl2_80bpm,659,92,653,645,0,0,0,0
ctrl2_80bpm,659,90,651,658,0,0,0,0
ctrl2_80bpm,659,91,651,657,0,0,0,0
ctrl2_80bpm,659,90,639,655,0,0,0,0
ctrl2_80bpm,662,92,649,655,0,0,0,0
ctrl2_80bpm,660,92,655,662,0,0,0,0
ctrl2_80bpm,665,92,679,657,0,0,0,0
ctrl2_80bpm,674,89,711,660,0,0,0,0
ctrl2_80bpm,683,89,743,667,0,0,0,0
ctrl2_80bpm,684,86,762,668,0,0,0,0
ctrl2_80bpm,687,84,783,668,0,0,0,0
ctrl2_80bpm,669,80,748,667,0,0,0,0
ctrl2_80bpm,676,80,715,667,0,0,0,0
ctrl2_80bpm,666,84,680,667,0,0,0,0
ctrl2_80bpm,662,88,653,669,0,0,0,0
ctrl2_80bpm,660,93,639,666,0,0,0,0
ctrl2_80bpm,653,91,631,662,0,0,0,0
ctrl2_80bpm,649,86,627,660,0,0,0,0
ctrl2_80bpm,649,90,635,658,0,0,0,0
ctrl2_80bpm,659,92,648,660,0,0,0,0
ctrl2_80bpm,659,92,662,660,0,0,0,0
ctrl2_80bpm,663,92,672,660,0,0,0,0
ctrl2_80bpm,664,91,683,662,0,0,0,0
ctrl2_80bpm,667,91,684,660,0,0,0,0
ctrl2_80bpm,664,89,682,663,0,0,0,0
ctrl2_80bpm,663,90,667,660,0,0,0,0
ctrl2_80bpm,661,90,659,662,0,0,0,0
ctrl2_80bpm,660,89,646,660,0,0,0,0
ctrl2_80bpm,661,90,639,653,0,0,0,0
ctrl2_80bpm,660,91,635,654,0,0,0,0
ctrl2_80bpm,660,92,639,653,0,0,0,0
ctrl2_80bpm,659,92,646,658,0,0,0,0
ctrl2_80bpm,660,92,639,654,0,0,0,0
ctrl2_80bpm,660,88,639,656,0,0,0,0
ctrl2_80bpm,663,86,651,661,0,0,0,0
ctrl2_80bpm,663,80,648,663,0,0,0,0
ctrl2_80bpm,661,81,652,663,0,0,0,0
ctrl2_80bpm,658,81,655,665,0,0,0,0
ctrl2_80bpm,657,81,651,665,0,0,0,0
ctrl2_80bpm,658,84,654,666,0,0,0,0
ctrl2_80bpm,651,89,654,665,0,0,0,0
ctrl2_80bpm,659,93,655,660,0,0,0,0
ctrl2_80bpm,658,92,658,666,0,0,0,0
ctrl2_80bpm,657,88,666,662,0,0,0,0
ctrl2_80bpm,657,91,688,660,0,0,0,0
ctrl2_80bpm,664,92,717,663,0,0,0,0
ctrl2_80bpm,673,93,758,665,0,0,0,0
ctrl2_80bpm,685,94,781,666,0,0,0,0
ctrl2_80bpm,679,92,787,668,0,0,0,0
ctrl2_80bpm,676,88,756,668,0,0,0,0
ctrl2_80bpm,668,86,727,668,0,0,0,0
ctrl2_80bpm,667,89,692,665,0,0,0,0
ctrl2_80bpm,666,88,662,663,0,0,0,0
ctrl2_80bpm,661,90,639,661,0,0,0,0
ctrl2_80bpm,660,90,626,657,0,0,0,0
ctrl2_80bpm,655,90,629,655,0,0,0,0
ctrl2_80bpm,660,90,637,653,0,0,0,0
ctrl2_80bpm,663,92,648,655,0,0,0,0
ctrl2_80bpm,664,92,665,660,0,0,0,0
ctrl2_80bpm,668,92,676,655,0,0,0,0
ctrl2_80bpm,668,87,677,663,0,0,0,0
ctrl2_80bpm,667,86,679,660,0,0,0,0
ctrl2_80bpm,663,84,675,663,0,0,0,0
ctrl2_80bpm,659,80,658,665,0,0,0,0
ctrl2_80bpm,662,80,649,665,0,0,0,0
ctrl2_80bpm,663,82,639,662,0,0,0,0
ctrl2_80bpm,660,88,639,662,0,0,0,0
ctrl2_80bpm,656,91,636,656,0,0,0,0
ctrl2_80bpm,654,96,630,660,0,0,0,0
ctrl2_80bpm,655,88,633,661,0,0,0,0
ctrl2_80bpm,655,89,628,663,0,0,0,0
ctrl2_80bpm,655,92,628,660,0,0,0,0
ctrl2_80bpm,655,91,631,660,0,0,0,0
ctrl2_80bpm,657,90,625,661,0,0,0,0
ctrl2_80bpm,660,90,623,661,0,0,0,0
ctrl2_80bpm,666,90,620,664,0,0,0,0
ctrl2_80bpm,662,89,618,660,0,0,0,0
ctrl2_80bpm,667,92,610,666,0,0,0,0
ctrl2_80bpm,667,91,600,660,0,0,0,0
ctrl2_80bpm,665,92,600,659,0,0,0,0
ctrl2_80bpm,667,92,620,661,0,0,0,0
ctrl2_80bpm,671,94,649,657,0,0,0,0
ctrl2_80bpm,678,96,698,659,0,0,0,0
ctrl2_80bpm,687,94,724,664,0,0,0,0
ctrl2_80bpm,692,92,749,675,0,0,0,0
ctrl2_80bpm,691,88,735,685,0,0,0,0
ctrl2_80bpm,689,84,685,713,0,0,0,0
ctrl2_80bpm,681,82,639,735,0,0,0,0
ctrl2_80bpm,677,79,619,741,0,0,0,0
ctrl2_80bpm,668,82,615,732,0,0,0,0
ctrl2_80bpm,655,81,611,702,0,0,0,0
ctrl2_80bpm,653,81,609,691,0,0,0,0
ctrl2_80bpm,652,84,629,681,0,0,0,0
ctrl2_80bpm,649,93,638,665,0,0,0,0
ctrl2_80bpm,656,93,661,659,0,0,0,0
ctrl2_80bpm,661,96,682,653,0,0,0,0
ctrl2_80bpm,663,89,689,649,0,0,0,0
ctrl2_80bpm,662,89,691,668,0,0,0,0
ctrl2_80bpm,662,89,676,710,0,0,0,0
ctrl2_80bpm,660,90,657,759,0,0,0,0
ctrl2_80bpm,660,92,639,762,0,0,0,0
ctrl2_80bpm,663,90,633,731,0,0,0,0
ctrl2_80bpm,662,90,631,692,0,0,0,0
ctrl2_80bpm,658,88,630,637,0,0,0,0
ctrl2_80bpm,657,92,629,591,0,0,0,0
ctrl2_80bpm,660,90,623,583,0,0,0,0
ctrl2_80bpm,657,90,612,596,0,0,0,0
ctrl2_80bpm,656,90,591,591,0,0,0,0
ctrl2_80bpm,656,89,557,588,0,0,0,0
ctrl2_80bpm,657,88,534,599,0,0,0,0
ctrl2_80bpm,662,92,540,616,0,0,0,0
ctrl2_80bpm,654,92,575,631,0,0,0,0
ctrl2_80bpm,649,90,604,639,0,0,0,0
ctrl2_80bpm,648,88,633,655,0,0,0,0
ctrl2_80bpm,636,86,657,664,0,0,0,0
ctrl2_80bpm,635,84,670,657,0,0,0,0
ctrl2_80bpm,631,80,688,660,0,0,0,0
ctrl2_80bpm,637,84,699,665,0,0,0,0
ctrl2_80bpm,676,89,719,662,0,0,119,0
ctrl2_80bpm,749,96,740,660,0,0,119,0
ctrl2_80bpm,903,102,756,663,0,0,119,0
ctrl2_80bpm,1023,108,767,665,0,0,119,0
ctrl2_80bpm,1023,1023,935,794,0,0,119,0
ctrl2_80bpm,1023,1023,977,828,0,0,119,0
ctrl2_80bpm,1023,1023,929,812,0,0,119,0
ctrl2_80bpm,1023,1023,892,809,0,0,119,0
ctrl2_80bpm,1023,1023,891,815,0,0,119,0
ctrl2_80bpm,1023,1023,904,808,0,0,119,0
ctrl2_80bpm,1023,1023,907,815,0,0,119,0
ctrl2_80bpm,1023,1023,910,841,0,0,119,0
ctrl2_80bpm,1023,1023,915,851,0,0,119,0
ctrl2_80bpm,1023,1023,939,847,0,0,119,0
ctrl2_80bpm,1023,1023,971,840,0,0,119,0
ctrl2_80bpm,1023,1023,996,850,0,0,119,0
ctrl2_80bpm,1023,1023,1023,850,0,0,119,0
ctrl2_80bpm,1023,1023,987,831,0,0,119,0
ctrl2_80bpm,0,309,703,660,0,0,119,0
ctrl2_80bpm,0,125,663,669,0,0,119,0
ctrl2_80bpm,0,79,624,679,0,0,119,0
ctrl2_80bpm,0,76,573,675,0,0,119,0
ctrl2_80bpm,0,76,543,676,0,0,119,0
ctrl2_80bpm,0,73,527,671,0,0,119,0
ctrl2_80bpm,0,73,523,667,0,0,119,0
ctrl2_80bpm,0,76,532,667,0,0,119,0
ctrl2_80bpm,0,78,555,665,0,0,119,0
ctrl2_80bpm,0,80,580,660,0,0,119,0
ctrl2_80bpm,0,80,620,659,0,0,119,0
ctrl2_80bpm,0,82,661,659,0,0,119,0
ctrl2_80bpm,0,79,693,653,0,0,119,0
ctrl2_80bpm,353,100,700,655,0,0,119,0
ctrl2_80bpm,652,104,697,658,0,0,119,0
ctrl2_80bpm,833,104,686,656,65,0,119,0
ctrl2_80bpm,857,98,675,654,65,0,119,0
ctrl2_80bpm,778,92,675,652,65,0,119,0
ctrl2_80bpm,692,89,675,648,65,0,119,0
ctrl2_80bpm,614,87,699,654,65,0,119,0
ctrl2_80bpm,568,88,733,656,65,0,119,0
ctrl2_80bpm,561,90,777,667,65,0,119,0
ctrl2_80bpm,581,92,801,673,65,0,119,0
ctrl2_80bpm,613,92,806,676,65,0,119,0
ctrl2_80bpm,639,91,784,673,65,0,119,0
ctrl2_80bpm,660,88,734,668,65,0,119,0
ctrl2_80bpm,668,88,692,656,65,0,119,0
ctrl2_80bpm,662,89,664,653,65,0,119,0
ctrl2_80bpm,653,91,639,653,65,0,119,0
ctrl2_80bpm,639,87,621,651,65,0,119,0
ctrl2_80bpm,636,84,616,654,65,0,119,0
ctrl2_80bpm,632,85,623,655,65,0,119,0
ctrl2_80bpm,628,84,639,656,65,0,119,0
ctrl2_80bpm,633,82,661,661,65,0,119,0
ctrl2_80bpm,639,85,678,663,65,0,119,0
ctrl2_80bpm,651,86,689,663,65,0,119,0
ctrl2_80bpm,660,92,697,667,65,0,119,0
ctrl2_80bpm,664,90,693,668,65,0,119,0
ctrl2_80bpm,662,92,693,667,65,0,119,0
ctrl2_80bpm,664,92,679,666,65,0,119,0
ctrl2_80bpm,659,89,670,659,65,0,119,0
ctrl2_80bpm,664,90,665,660,65,0,119,0
ctrl2_80bpm,670,92,672,660,65,0,119,0
ctrl2_80bpm,703,92,673,660,65,0,119,0
ctrl2_80bpm,679,92,669,661,65,0,119,0
ctrl2_80bpm,685,92,673,658,65,0,119,0
ctrl2_80bpm,685,92,676,660,65,0,119,0
ctrl2_80bpm,682,92,685,664,65,0,119,0
ctrl2_80bpm,670,92,695,658,65,0,119,0
ctrl2_80bpm,660,91,701,705,65,0,119,0
ctrl2_80bpm,659,92,706,663,65,0,119,0
ctrl2_80bpm,668,91,702,665,65,0,119,0
ctrl2_80bpm,684,90,672,660,65,0,119,0
ctrl2_80bpm,654,86,639,653,65,0,119,0
ctrl2_80bpm,591,86,633,656,68,0,119,0
ctrl2_80bpm,678,95,638,657,68,0,119,0
ctrl2_80bpm,933,107,671,660,68,0,119,0
ctrl2_80bpm,1023,116,728,659,68,0,119,0
ctrl2_80bpm,1023,220,811,655,68,0,119,0
ctrl2_80bpm,1023,1023,959,685,68,0,89,0
ctrl2_80bpm,1023,547,967,661,68,0,89,0
ctrl2_80bpm,816,240,1004,664,68,0,89,0
ctrl2_80bpm,669,115,984,665,68,0,89,0
ctrl2_80bpm,564,81,877,670,68,0,89,0
ctrl2_80bpm,502,78,772,677,68,0,89,0
ctrl2_80bpm,484,76,687,678,68,0,89,0
ctrl2_80bpm,495,82,612,675,68,0,89,0
ctrl2_80bpm,517,82,551,673,68,0,89,0
ctrl2_80bpm,544,86,505,669,68,0,89,0
ctrl2_80bpm,574,89,500,667,68,0,89,0
ctrl2_80bpm,610,93,516,668,68,0,89,0
ctrl2_80bpm,639,94,547,663,68,0,89,0
ctrl2_80bpm,668,96,577,660,68,0,89,0
ctrl2_80bpm,680,96,611,660,68,0,89,0
ctrl2_80bpm,679,94,639,650,68,0,89,0
ctrl2_80bpm,664,92,648,639,68,0,89,0
ctrl2_80bpm,639,92,651,639,68,0,89,0
ctrl2_80bpm,620,90,650,653,68,0,89,0
ctrl2_80bpm,610,90,652,652,68,0,89,0
ctrl2_80bpm,618,91,661,657,68,0,89,0
ctrl2_80bpm,634,92,667,662,68,0,89,0
ctrl2_80bpm,655,92,668,666,68,0,89,0
ctrl2_80bpm,655,89,661,662,68,0,89,0
ctrl2_80bpm,652,85,663,663,68,0,89,0
ctrl2_80bpm,639,81,663,659,68,0,89,0
ctrl2_80bpm,639,84,660,662,68,0,89,0
ctrl2_80bpm,636,82,661,664,68,0,89,0
ctrl2_80bpm,639,84,655,661,68,0,89,0
ctrl2_80bpm,645,84,658,666,68,0,89,0
ctrl2_80bpm,648,88,651,668,68,0,89,0
ctrl2_80bpm,651,89,649,663,68,0,89,0
ctrl2_80bpm,653,92,649,660,68,0,89,0
ctrl2_80bpm,661,90,657,660,68,0,89,0
ctrl2_80bpm,655,90,669,656,68,0,89,0
ctrl2_80bpm,667,96,699,660,68,0,89,0
ctrl2_80bpm,675,96,742,665,68,0,89,0
ctrl2_80bpm,683,96,795,668,68,0,89,0
ctrl2_80bpm,692,94,823,668,68,0,89,0
ctrl2_80bpm,687,92,807,668,68,0,89,0
ctrl2_80bpm,677,89,759,668,68,0,89,0
ctrl2_80bpm,670,88,703,667,68,0,89,0
ctrl2_80bpm,665,88,667,660,68,0,89,0
ctrl2_80bpm,660,88,639,660,68,0,89,0
ctrl2_80bpm,653,90,612,656,68,0,89,0
ctrl2_80bpm,652,90,607,656,68,0,89,0
ctrl2_80bpm,649,91,608,653,68,0,89,0
ctrl2_80bpm,653,92,620,653,68,0,89,0
ctrl2_80bpm,650,92,639,654,68,0,89,0
ctrl2_80bpm,655,92,668,661,68,0,89,0
ctrl2_80bpm,656,88,676,659,68,0,89,0
ctrl2_80bpm,659,86,673,665,68,0,89,0
ctrl2_80bpm,660,81,668,668,68,0,89,0
ctrl2_80bpm,660,82,657,669,68,0,89,0
ctrl2_80bpm,661,81,639,667,68,0,89,0
ctrl2_80bpm,658,84,639,669,68,0,89,0
ctrl2_80bpm,656,86,636,665,68,0,89,0
ctrl2_80bpm,657,90,639,664,68,0,89,0
ctrl2_80bpm,652,95,653,665,68,0,89,0
ctrl2_80bpm,650,92,658,664,68,0,89,0
ctrl2_80bpm,646,88,652,664,68,0,89,0
ctrl2_80bpm,648,90,651,663,68,0,89,0
ctrl2_80bpm,655,92,647,662,68,0,89,0
ctrl2_80bpm,656,91,639,665,68,0,89,0
ctrl2_80bpm,660,92,646,660,68,0,89,0
ctrl2_80bpm,661,91,648,667,68,0,89,0
ctrl2_80bpm,660,90,653,659,68,0,89,0
ctrl2_80bpm,665,89,655,659,68,0,89,0
ctrl2_80bpm,665,92,654,659,68,0,89,0
ctrl2_80bpm,663,92,648,659,68,0,89,0
ctrl2_80bpm,665,92,639,658,68,0,89,0
ctrl2_80bpm,657,92,650,660,68,0,89,0
ctrl2_80bpm,667,92,664,660,68,0,89,0
ctrl2_80bpm,676,94,700,656,68,0,89,0
ctrl2_80bpm,687,96,745,661,68,0,89,0
ctrl2_80bpm,688,92,783,667,68,0,72,0
ctrl2_80bpm,693,90,787,666,68,0,72,0
ctrl2_80bpm,686,84,756,668,68,0,72,0
ctrl2_80bpm,684,79,706,669,68,0,72,0
ctrl2_80bpm,674,81,676,668,68,0,72,0
ctrl2_80bpm,661,80,654,664,68,0,72,0
ctrl2_80bpm,658,78,633,663,68,0,72,0
ctrl2_80bpm,653,84,628,661,68,0,72,0
ctrl2_80bpm,644,88,624,659,68,0,72,0
ctrl2_80bpm,653,92,633,665,68,0,72,0
ctrl2_80bpm,651,90,647,662,68,0,72,0
ctrl2_80bpm,653,88,648,662,68,0,72,0
ctrl2_80bpm,655,89,658,668,68,0,72,0
ctrl2_80bpm,657,92,667,668,68,0,72,0
ctrl2_80bpm,655,91,670,663,68,0,72,0
ctrl2_80bpm,658,90,669,663,68,0,72,0
ctrl2_80bpm,658,89,661,663,68,0,72,0
ctrl2_80bpm,659,88,652,662,68,0,72,0
ctrl2_80bpm,655,88,636,657,68,0,72,0
